lon (deg E), lat (deg N)
-113.665, 33.606
-113.294, 33.666
-112.923, 33.725
-112.551, 33.783
-112.179, 33.840
-111.806, 33.895
-111.432, 33.949
-111.058, 34.002
-110.684, 34.054
-110.309, 34.104
-109.933, 34.153
-109.557, 34.200
-109.181, 34.247
-108.804, 34.292
-108.426, 34.335
-108.049, 34.378
-107.670, 34.419
-107.292, 34.459
-106.913, 34.497
-106.533, 34.535
-106.153, 34.571
-105.773, 34.605
-105.393, 34.639
-105.012, 34.670
-104.631, 34.701
-104.249, 34.730
-103.868, 34.758
-103.486, 34.785
-103.103, 34.811
-102.721, 34.835
-102.338, 34.857
-101.955, 34.879
-101.572, 34.899
-101.188, 34.917
-100.805, 34.935
-100.421, 34.951
-100.037, 34.966
-99.653, 34.979
-99.269, 34.991
-98.885, 35.002
-98.500, 35.011
-98.116, 35.019
-97.731, 35.026
-97.347, 35.031
-96.962, 35.035
-96.577, 35.038
-96.192, 35.039
-95.808, 35.039
-95.423, 35.038
-95.038, 35.035
-94.653, 35.031
-94.269, 35.026
-93.884, 35.019
-93.500, 35.011
-93.115, 35.002
-92.731, 34.991
-92.347, 34.979
-91.963, 34.966
-91.579, 34.951
-91.195, 34.935
-90.812, 34.917
-90.428, 34.899
-90.045, 34.879
-89.662, 34.857
-89.279, 34.835
-88.897, 34.811
-88.514, 34.785
-88.132, 34.758
-87.751, 34.730
-87.369, 34.701
-86.988, 34.670
-86.607, 34.639
-86.227, 34.605
-85.847, 34.571
-85.467, 34.535
-85.087, 34.497
-84.708, 34.459
-84.330, 34.419
-83.951, 34.378
-83.574, 34.335
-83.196, 34.292
-82.819, 34.247
-82.443, 34.200
-82.067, 34.153
-81.691, 34.104
-80.942, 34.002
-80.568, 33.949
-80.194, 33.895
-79.821, 33.840
-79.449, 33.783
-79.077, 33.725
-117.059, 33.314
-116.693, 33.385
-116.326, 33.456
-115.958, 33.526
-115.590, 33.594
-115.221, 33.661
-114.851, 33.726
-114.481, 33.791
-114.110, 33.854
-113.738, 33.916
-113.366, 33.977
-112.993, 34.036
-112.620, 34.094
-112.246, 34.151
-111.872, 34.207
-111.497, 34.261
-111.121, 34.314
-110.745, 34.366
-110.369, 34.416
-109.992, 34.465
-109.614, 34.513
-109.236, 34.560
-108.857, 34.605
-108.479, 34.649
-108.099, 34.691
-107.719, 34.733
-107.339, 34.773
-106.959, 34.811
-106.578, 34.849
-106.196, 34.885
-105.815, 34.920
-105.432, 34.953
-105.050, 34.985
-104.667, 35.016
-104.284, 35.046
-103.901, 35.074
-103.517, 35.101
-103.133, 35.126
-102.749, 35.150
-102.365, 35.173
-101.980, 35.194
-101.596, 35.215
-101.211, 35.233
-100.825, 35.251
-100.440, 35.267
-100.054, 35.282
-99.669, 35.295
-99.283, 35.307
-98.897, 35.318
-98.511, 35.328
-98.125, 35.336
-97.739, 35.342
-97.352, 35.348
-96.966, 35.352
-96.580, 35.354
-96.193, 35.356
-95.807, 35.356
-95.420, 35.354
-95.034, 35.352
-94.648, 35.348
-94.261, 35.342
-93.875, 35.336
-93.489, 35.328
-93.103, 35.318
-92.717, 35.307
-92.331, 35.295
-91.946, 35.282
-91.560, 35.267
-91.175, 35.251
-90.789, 35.233
-90.404, 35.215
-90.020, 35.194
-89.635, 35.173
-89.251, 35.150
-88.867, 35.126
-88.483, 35.101
-88.099, 35.074
-87.716, 35.046
-87.333, 35.016
-86.950, 34.985
-86.568, 34.953
-86.185, 34.920
-85.804, 34.885
-85.422, 34.849
-85.041, 34.811
-84.661, 34.773
-84.281, 34.733
-83.901, 34.691
-83.521, 34.649
-83.143, 34.605
-82.764, 34.560
-82.386, 34.513
-82.008, 34.465
-81.631, 34.416
-81.255, 34.366
-80.879, 34.314
-80.503, 34.261
-80.128, 34.207
-79.754, 34.151
-79.380, 34.094
-79.007, 34.036
-78.634, 33.977
-78.262, 33.916
-117.513, 33.547
-117.146, 33.621
-116.778, 33.693
-116.410, 33.764
-116.041, 33.834
-115.671, 33.902
-115.300, 33.970
-114.929, 34.036
-114.557, 34.100
-114.185, 34.164
-113.812, 34.226
-113.438, 34.287
-113.064, 34.347
-112.689, 34.405
-112.314, 34.462
-111.938, 34.518
-111.562, 34.572
-111.185, 34.626
-110.807, 34.678
-110.429, 34.728
-110.050, 34.778
-109.671, 34.826
-109.292, 34.873
-108.912, 34.918
-108.531, 34.962
-108.150, 35.005
-107.769, 35.046
-107.387, 35.087
-107.005, 35.126
-106.622, 35.163
-106.239, 35.199
-105.856, 35.234
-105.472, 35.268
-105.088, 35.300
-104.704, 35.331
-104.319, 35.361
-103.935, 35.389
-103.549, 35.416
-103.164, 35.442
-102.778, 35.466
-102.392, 35.489
-102.006, 35.510
-101.619, 35.531
-101.233, 35.549
-100.846, 35.567
-100.459, 35.583
-100.072, 35.598
-99.684, 35.612
-99.297, 35.624
-98.909, 35.635
-98.522, 35.644
-98.134, 35.652
-97.746, 35.659
-97.358, 35.664
-96.970, 35.668
-96.582, 35.671
-96.194, 35.672
-95.806, 35.672
-95.418, 35.671
-95.030, 35.668
-94.642, 35.664
-94.254, 35.659
-93.866, 35.652
-93.478, 35.644
-93.091, 35.635
-92.703, 35.624
-92.316, 35.612
-91.928, 35.598
-91.541, 35.583
-91.154, 35.567
-90.767, 35.549
-90.381, 35.531
-89.994, 35.510
-89.608, 35.489
-89.222, 35.466
-88.836, 35.442
-88.451, 35.416
-88.065, 35.389
-87.681, 35.361
-87.296, 35.331
-86.912, 35.300
-86.528, 35.268
-86.144, 35.234
-85.761, 35.199
-85.378, 35.163
-84.995, 35.126
-84.613, 35.087
-84.231, 35.046
-83.850, 35.005
-83.469, 34.962
-83.088, 34.918
-82.708, 34.873
-82.329, 34.826
-81.950, 34.778
-81.571, 34.728
-81.193, 34.678
-80.815, 34.626
-80.438, 34.572
-80.062, 34.518
-79.686, 34.462
-79.311, 34.405
-78.936, 34.347
-78.562, 34.287
-78.188, 34.226
-117.970, 33.779
-117.602, 33.854
-117.233, 33.928
-116.864, 34.001
-116.494, 34.072
-116.124, 34.142
-115.753, 34.211
-115.381, 34.279
-115.008, 34.345
-114.635, 34.410
-114.261, 34.474
-113.886, 34.536
-113.511, 34.597
-113.136, 34.657
-112.759, 34.716
-112.382, 34.773
-112.005, 34.829
-111.627, 34.884
-111.248, 34.938
-110.869, 34.990
-110.490, 35.041
-110.110, 35.090
-109.729, 35.139
-109.348, 35.186
-108.966, 35.231
-108.584, 35.276
-108.202, 35.319
-107.819, 35.360
-107.435, 35.401
-107.052, 35.440
-106.668, 35.478
-106.283, 35.514
-105.898, 35.549
-105.513, 35.583
-105.127, 35.615
-104.741, 35.646
-104.355, 35.676
-103.968, 35.704
-103.582, 35.731
-103.194, 35.757
-102.807, 35.782
-102.419, 35.805
-102.031, 35.826
-101.643, 35.847
-101.255, 35.866
-100.867, 35.883
-100.478, 35.899
-100.089, 35.914
-99.700, 35.928
-99.311, 35.940
-98.922, 35.951
-98.532, 35.961
-98.143, 35.969
-97.753, 35.975
-97.364, 35.981
-96.974, 35.985
-96.585, 35.988
-96.195, 35.989
-95.805, 35.989
-95.415, 35.988
-95.026, 35.985
-94.636, 35.981
-94.247, 35.975
-93.857, 35.969
-93.468, 35.961
-93.078, 35.951
-92.689, 35.940
-92.300, 35.928
-91.911, 35.914
-91.522, 35.899
-91.133, 35.883
-90.745, 35.866
-90.357, 35.847
-89.969, 35.826
-89.581, 35.805
-89.193, 35.782
-88.806, 35.757
-88.418, 35.731
-88.032, 35.704
-87.645, 35.676
-87.259, 35.646
-86.873, 35.615
-86.487, 35.583
-86.102, 35.549
-85.717, 35.514
-85.332, 35.478
-84.948, 35.440
-84.565, 35.401
-84.181, 35.360
-83.798, 35.319
-83.416, 35.276
-83.034, 35.231
-82.652, 35.186
-82.271, 35.139
-81.890, 35.090
-81.510, 35.041
-81.131, 34.990
-80.752, 34.938
-80.373, 34.884
-79.995, 34.829
-79.618, 34.773
-79.241, 34.716
-78.864, 34.657
-78.489, 34.597
-78.114, 34.536
-77.739, 34.474
-118.429, 34.010
-118.061, 34.086
-117.691, 34.162
-117.322, 34.236
-116.951, 34.309
-116.580, 34.380
-116.208, 34.451
-115.835, 34.520
-115.462, 34.588
-115.088, 34.654
-114.713, 34.719
-114.338, 34.784
-113.962, 34.846
-113.585, 34.908
-113.208, 34.968
-112.830, 35.027
-112.452, 35.085
-112.073, 35.141
-111.693, 35.196
-111.313, 35.250
-110.932, 35.302
-110.551, 35.353
-110.169, 35.403
-109.787, 35.451
-109.405, 35.499
-109.021, 35.545
-108.638, 35.589
-108.254, 35.632
-107.869, 35.674
-107.484, 35.715
-107.099, 35.754
-106.713, 35.792
-106.327, 35.829
-105.940, 35.864
-105.553, 35.898
-105.166, 35.930
-104.779, 35.961
-104.391, 35.991
-104.003, 36.020
-103.614, 36.047
-103.225, 36.073
-102.836, 36.097
-102.447, 36.120
-102.057, 36.142
-101.668, 36.163
-101.278, 36.182
-100.888, 36.199
-100.497, 36.216
-100.107, 36.231
-99.716, 36.244
-99.325, 36.257
-98.934, 36.268
-98.543, 36.277
-98.152, 36.285
-97.761, 36.292
-97.370, 36.298
-96.978, 36.302
-96.587, 36.304
-96.196, 36.306
-95.804, 36.306
-95.413, 36.304
-95.022, 36.302
-94.630, 36.298
-94.239, 36.292
-93.848, 36.285
-93.457, 36.277
-93.066, 36.268
-92.675, 36.257
-92.284, 36.244
-91.893, 36.231
-91.503, 36.216
-91.112, 36.199
-90.722, 36.182
-90.332, 36.163
-89.943, 36.142
-89.553, 36.120
-89.164, 36.097
-88.775, 36.073
-88.386, 36.047
-87.997, 36.020
-87.609, 35.991
-87.221, 35.961
-86.834, 35.930
-86.447, 35.898
-86.060, 35.864
-85.673, 35.829
-85.287, 35.792
-84.901, 35.754
-84.516, 35.715
-84.131, 35.674
-83.746, 35.632
-83.362, 35.589
-82.979, 35.545
-82.595, 35.499
-82.213, 35.451
-81.831, 35.403
-81.449, 35.353
-81.068, 35.302
-80.687, 35.250
-80.307, 35.196
-79.927, 35.141
-79.548, 35.085
-79.170, 35.027
-78.792, 34.968
-78.415, 34.908
-78.038, 34.846
-77.662, 34.784
-77.287, 34.719
-118.891, 34.238
-118.522, 34.316
-118.152, 34.393
-117.782, 34.469
-117.410, 34.543
-117.038, 34.616
-116.666, 34.688
-116.292, 34.759
-115.918, 34.829
-115.543, 34.897
-115.168, 34.964
-114.792, 35.029
-114.415, 35.093
-114.037, 35.157
-113.659, 35.218
-113.280, 35.279
-112.901, 35.338
-112.521, 35.396
-112.141, 35.452
-111.760, 35.508
-111.378, 35.562
-110.996, 35.614
-110.613, 35.666
-110.230, 35.716
-109.846, 35.764
-109.462, 35.812
-109.077, 35.858
-108.692, 35.903
-108.306, 35.946
-107.920, 35.988
-107.533, 36.029
-107.146, 36.068
-106.759, 36.106
-106.371, 36.143
-105.983, 36.179
-105.594, 36.213
-105.206, 36.245
-104.816, 36.277
-104.427, 36.307
-104.037, 36.335
-103.647, 36.363
-103.256, 36.389
-102.866, 36.413
-102.475, 36.436
-102.084, 36.458
-101.692, 36.479
-101.300, 36.498
-100.909, 36.516
-100.517, 36.532
-100.124, 36.547
-99.732, 36.561
-99.340, 36.573
-98.947, 36.584
-98.554, 36.594
-98.161, 36.602
-97.769, 36.609
-97.376, 36.614
-96.983, 36.618
-96.590, 36.621
-96.197, 36.623
-95.803, 36.623
-95.410, 36.621
-95.017, 36.618
-94.624, 36.614
-94.231, 36.609
-93.839, 36.602
-93.446, 36.594
-93.053, 36.584
-92.660, 36.573
-92.268, 36.561
-91.876, 36.547
-91.483, 36.532
-91.091, 36.516
-90.700, 36.498
-90.308, 36.479
-89.916, 36.458
-89.525, 36.436
-89.134, 36.413
-88.744, 36.389
-88.353, 36.363
-87.963, 36.335
-87.573, 36.307
-87.184, 36.277
-86.794, 36.245
-86.406, 36.213
-86.017, 36.179
-85.629, 36.143
-85.241, 36.106
-84.854, 36.068
-84.467, 36.029
-84.080, 35.988
-83.694, 35.946
-83.308, 35.903
-82.923, 35.858
-82.538, 35.812
-82.154, 35.764
-81.770, 35.716
-81.387, 35.666
-81.004, 35.614
-80.622, 35.562
-80.240, 35.508
-79.859, 35.452
-79.479, 35.396
-79.099, 35.338
-78.720, 35.279
-78.341, 35.218
-77.963, 35.157
-77.585, 35.093
-77.208, 35.029
-76.457, 34.897
-119.356, 34.464
-118.986, 34.544
-118.616, 34.623
-118.245, 34.700
-117.873, 34.776
-117.500, 34.851
-117.126, 34.924
-116.752, 34.997
-116.377, 35.068
-116.002, 35.137
-115.625, 35.206
-115.248, 35.273
-114.871, 35.339
-114.492, 35.403
-114.114, 35.467
-113.734, 35.529
-113.354, 35.590
-112.973, 35.649
-112.591, 35.707
-112.209, 35.764
-111.827, 35.820
-111.443, 35.874
-111.060, 35.927
-110.675, 35.978
-110.290, 36.029
-109.905, 36.077
-109.519, 36.125
-109.133, 36.171
-108.746, 36.216
-108.359, 36.260
-107.971, 36.302
-107.583, 36.343
-107.194, 36.383
-106.805, 36.421
-106.416, 36.458
-106.026, 36.493
-105.636, 36.528
-105.245, 36.561
-104.854, 36.592
-104.463, 36.622
-104.072, 36.651
-103.680, 36.678
-103.288, 36.704
-102.895, 36.729
-102.503, 36.752
-102.110, 36.774
-101.717, 36.795
-101.323, 36.814
-100.930, 36.832
-100.536, 36.849
-100.142, 36.864
-99.748, 36.878
-99.354, 36.890
-98.960, 36.901
-98.565, 36.911
-98.171, 36.919
-97.776, 36.926
-97.382, 36.931
-96.987, 36.935
-96.592, 36.938
-96.197, 36.939
-95.803, 36.939
-95.408, 36.938
-95.013, 36.935
-94.618, 36.931
-94.224, 36.926
-93.829, 36.919
-93.435, 36.911
-93.040, 36.901
-92.646, 36.890
-92.252, 36.878
-91.858, 36.864
-91.464, 36.849
-91.070, 36.832
-90.677, 36.814
-90.283, 36.795
-89.890, 36.774
-89.497, 36.752
-89.105, 36.729
-88.712, 36.704
-88.320, 36.678
-87.928, 36.651
-87.537, 36.622
-87.146, 36.592
-86.755, 36.561
-86.364, 36.528
-85.974, 36.493
-85.584, 36.458
-85.195, 36.421
-84.806, 36.383
-84.417, 36.343
-84.029, 36.302
-83.641, 36.260
-83.254, 36.216
-82.867, 36.171
-82.481, 36.125
-82.095, 36.077
-81.710, 36.029
-81.325, 35.978
-80.940, 35.927
-80.557, 35.874
-80.173, 35.820
-79.791, 35.764
-79.409, 35.707
-79.027, 35.649
-78.646, 35.590
-78.266, 35.529
-77.886, 35.467
-77.508, 35.403
-77.129, 35.339
-76.752, 35.273
-120.193, 34.606
-119.824, 34.689
-119.453, 34.770
-119.082, 34.850
-118.710, 34.929
-118.338, 35.007
-117.964, 35.083
-117.590, 35.158
-117.215, 35.232
-116.840, 35.305
-116.463, 35.376
-116.086, 35.446
-115.708, 35.515
-115.330, 35.582
-114.951, 35.649
-114.571, 35.714
-114.190, 35.777
-113.809, 35.839
-113.428, 35.900
-113.045, 35.960
-112.662, 36.019
-112.278, 36.076
-111.894, 36.131
-111.509, 36.186
-111.124, 36.239
-110.738, 36.291
-110.352, 36.341
-109.965, 36.390
-109.577, 36.438
-109.189, 36.485
-108.801, 36.530
-108.412, 36.574
-108.023, 36.616
-107.633, 36.657
-107.243, 36.697
-106.852, 36.736
-106.461, 36.773
-106.069, 36.808
-105.678, 36.843
-105.285, 36.876
-104.893, 36.907
-104.500, 36.938
-104.107, 36.967
-103.713, 36.994
-103.319, 37.020
-102.925, 37.045
-102.531, 37.069
-102.136, 37.091
-101.742, 37.111
-101.347, 37.131
-100.951, 37.149
-100.556, 37.165
-100.160, 37.180
-99.765, 37.194
-99.369, 37.207
-98.973, 37.218
-98.577, 37.227
-98.180, 37.236
-97.784, 37.243
-97.388, 37.248
-96.991, 37.252
-96.595, 37.255
-96.198, 37.256
-95.405, 37.255
-95.009, 37.252
-94.612, 37.248
-94.216, 37.243
-93.820, 37.236
-93.423, 37.227
-93.027, 37.218
-92.631, 37.207
-92.235, 37.194
-91.840, 37.180
-91.444, 37.165
-91.049, 37.149
-90.653, 37.131
-90.258, 37.111
-89.864, 37.091
-89.469, 37.069
-89.075, 37.045
-88.681, 37.020
-87.893, 36.967
-87.500, 36.938
-87.107, 36.907
-86.715, 36.876
-86.322, 36.843
-85.931, 36.808
-85.539, 36.773
-85.148, 36.736
-84.757, 36.697
-84.367, 36.657
-83.977, 36.616
-83.588, 36.574
-83.199, 36.530
-82.811, 36.485
-82.423, 36.438
-82.035, 36.390
-81.648, 36.341
-81.262, 36.291
-80.876, 36.239
-80.491, 36.186
-80.106, 36.131
-79.722, 36.076
-79.338, 36.019
-78.955, 35.960
-78.572, 35.900
-78.191, 35.839
-77.810, 35.777
-77.429, 35.714
-77.049, 35.649
-76.670, 35.582
-120.294, 34.911
-119.923, 34.994
-119.552, 35.076
-119.179, 35.157
-118.806, 35.236
-118.432, 35.314
-118.057, 35.391
-117.681, 35.466
-117.305, 35.540
-116.928, 35.613
-116.550, 35.685
-116.171, 35.755
-115.792, 35.824
-115.412, 35.892
-115.031, 35.958
-114.650, 36.024
-114.268, 36.087
-113.885, 36.150
-113.502, 36.211
-113.118, 36.271
-112.733, 36.330
-112.348, 36.387
-111.963, 36.443
-111.576, 36.498
-111.189, 36.551
-110.802, 36.603
-110.414, 36.654
-110.025, 36.704
-109.636, 36.752
-109.246, 36.798
-108.856, 36.844
-108.466, 36.888
-108.075, 36.930
-107.683, 36.972
-107.291, 37.012
-106.899, 37.050
-106.506, 37.087
-106.113, 37.123
-105.720, 37.158
-105.326, 37.191
-104.932, 37.223
-104.537, 37.253
-104.142, 37.282
-103.747, 37.310
-103.351, 37.336
-102.956, 37.361
-102.560, 37.385
-102.163, 37.407
-101.767, 37.428
-101.370, 37.447
-100.973, 37.465
-100.576, 37.482
-100.179, 37.497
-99.781, 37.511
-99.383, 37.523
-98.986, 37.534
-98.588, 37.544
-98.190, 37.552
-97.792, 37.559
-97.394, 37.565
-96.996, 37.569
-96.597, 37.572
-96.199, 37.573
-95.801, 37.573
-95.403, 37.572
-95.004, 37.569
-94.606, 37.565
-94.208, 37.559
-93.810, 37.552
-93.412, 37.544
-93.014, 37.534
-92.617, 37.523
-92.219, 37.511
-91.821, 37.497
-91.424, 37.482
-91.027, 37.465
-90.630, 37.447
-90.233, 37.428
-89.837, 37.407
-89.440, 37.385
-89.044, 37.361
-88.649, 37.336
-88.253, 37.310
-87.858, 37.282
-87.463, 37.253
-87.068, 37.223
-86.674, 37.191
-86.280, 37.158
-85.887, 37.123
-85.494, 37.087
-85.101, 37.050
-84.709, 37.012
-84.317, 36.972
-83.925, 36.930
-83.534, 36.888
-83.144, 36.844
-82.754, 36.798
-82.364, 36.752
-81.975, 36.704
-81.586, 36.654
-81.198, 36.603
-80.811, 36.551
-80.424, 36.498
-80.037, 36.443
-79.652, 36.387
-79.267, 36.330
-78.882, 36.271
-78.498, 36.211
-78.115, 36.150
-77.732, 36.087
-77.350, 36.024
-76.969, 35.958
-76.588, 35.892
-76.208, 35.824
-75.829, 35.755
-120.396, 35.217
-120.024, 35.300
-119.651, 35.382
-119.277, 35.463
-118.902, 35.542
-118.527, 35.621
-118.150, 35.698
-117.773, 35.774
-117.395, 35.848
-117.017, 35.921
-116.637, 35.993
-116.257, 36.064
-115.876, 36.133
-115.495, 36.201
-115.113, 36.268
-114.730, 36.334
-113.962, 36.461
-113.577, 36.522
-113.192, 36.583
-112.805, 36.641
-112.419, 36.699
-112.031, 36.755
-111.643, 36.810
-111.255, 36.864
-110.866, 36.916
-110.476, 36.967
-110.086, 37.017
-109.695, 37.065
-109.304, 37.112
-108.912, 37.157
-108.520, 37.202
-108.127, 37.244
-107.734, 37.286
-107.341, 37.326
-106.947, 37.365
-106.552, 37.402
-106.157, 37.438
-105.762, 37.473
-105.367, 37.506
-104.971, 37.538
-104.574, 37.569
-104.178, 37.598
-103.781, 37.626
-103.384, 37.652
-102.986, 37.677
-102.588, 37.701
-102.190, 37.723
-101.792, 37.744
-101.394, 37.763
-100.995, 37.782
-100.596, 37.798
-100.197, 37.814
-99.798, 37.828
-99.398, 37.840
-98.999, 37.851
-98.599, 37.861
-98.200, 37.869
-97.800, 37.876
-97.400, 37.882
-97.000, 37.886
-96.600, 37.889
-96.200, 37.890
-95.800, 37.890
-95.400, 37.889
-95.000, 37.886
-94.600, 37.882
-94.200, 37.876
-93.800, 37.869
-93.401, 37.861
-93.001, 37.851
-92.602, 37.840
-92.202, 37.828
-91.803, 37.814
-91.404, 37.798
-91.005, 37.782
-90.606, 37.763
-90.208, 37.744
-89.810, 37.723
-89.412, 37.701
-89.014, 37.677
-88.616, 37.652
-88.219, 37.626
-87.822, 37.598
-87.426, 37.569
-87.029, 37.538
-86.633, 37.506
-86.238, 37.473
-85.843, 37.438
-85.448, 37.402
-85.053, 37.365
-84.659, 37.326
-84.266, 37.286
-83.873, 37.244
-83.480, 37.202
-83.088, 37.157
-82.696, 37.112
-82.305, 37.065
-81.914, 37.017
-81.524, 36.967
-81.134, 36.916
-80.745, 36.864
-80.357, 36.810
-79.969, 36.755
-79.581, 36.699
-79.195, 36.641
-78.808, 36.583
-78.423, 36.522
-78.038, 36.461
-77.654, 36.398
-77.270, 36.334
-76.887, 36.268
-76.505, 36.201
-120.872, 35.437
-120.499, 35.522
-120.125, 35.605
-119.751, 35.688
-119.375, 35.769
-118.999, 35.849
-118.622, 35.928
-118.244, 36.005
-117.866, 36.081
-117.486, 36.156
-117.106, 36.230
-116.725, 36.302
-116.344, 36.373
-115.962, 36.443
-115.579, 36.511
-115.195, 36.578
-114.810, 36.644
-114.425, 36.708
-114.039, 36.771
-113.653, 36.833
-113.266, 36.894
-112.878, 36.953
-112.490, 37.011
-112.101, 37.067
-111.711, 37.122
-111.321, 37.176
-110.930, 37.229
-110.539, 37.280
-110.147, 37.330
-109.755, 37.378
-109.362, 37.425
-108.968, 37.471
-108.575, 37.516
-108.180, 37.559
-107.785, 37.600
-107.390, 37.641
-106.994, 37.679
-106.598, 37.717
-106.202, 37.753
-105.805, 37.788
-105.408, 37.822
-105.010, 37.854
-104.612, 37.884
-104.214, 37.914
-103.815, 37.942
-103.416, 37.968
-103.017, 37.993
-102.617, 38.017
-102.218, 38.039
-101.818, 38.060
-101.417, 38.080
-101.017, 38.098
-100.616, 38.115
-100.215, 38.130
-99.814, 38.144
-99.413, 38.157
-99.012, 38.168
-98.611, 38.178
-98.209, 38.186
-97.808, 38.193
-97.406, 38.199
-97.004, 38.203
-96.603, 38.206
-96.201, 38.207
-95.799, 38.207
-95.397, 38.206
-94.996, 38.203
-94.594, 38.199
-94.192, 38.193
-93.791, 38.186
-93.389, 38.178
-92.988, 38.168
-92.587, 38.157
-92.186, 38.144
-91.785, 38.130
-91.384, 38.115
-90.983, 38.098
-90.583, 38.080
-90.182, 38.060
-89.782, 38.039
-89.383, 38.017
-88.983, 37.993
-88.584, 37.968
-88.185, 37.942
-87.786, 37.914
-87.388, 37.884
-86.990, 37.854
-86.592, 37.822
-86.195, 37.788
-85.798, 37.753
-85.402, 37.717
-85.006, 37.679
-84.610, 37.641
-84.215, 37.600
-83.820, 37.559
-83.425, 37.516
-83.032, 37.471
-82.638, 37.425
-82.245, 37.378
-81.853, 37.330
-81.461, 37.280
-81.070, 37.229
-80.679, 37.176
-80.289, 37.122
-79.899, 37.067
-79.510, 37.011
-79.122, 36.953
-78.734, 36.894
-78.347, 36.833
-77.961, 36.771
-77.575, 36.708
-77.190, 36.644
-76.805, 36.578
-76.421, 36.511
-76.038, 36.443
-120.977, 35.742
-120.602, 35.827
-120.227, 35.911
-119.851, 35.994
-119.474, 36.075
-119.097, 36.156
-118.718, 36.235
-118.339, 36.312
-117.959, 36.389
-117.578, 36.464
-117.197, 36.538
-116.814, 36.610
-116.431, 36.682
-116.047, 36.752
-115.663, 36.820
-115.277, 36.888
-114.891, 36.954
-114.505, 37.019
-114.117, 37.082
-113.729, 37.144
-113.341, 37.205
-112.951, 37.264
-112.561, 37.322
-112.171, 37.379
-111.780, 37.435
-111.388, 37.489
-110.995, 37.541
-110.602, 37.593
-110.209, 37.643
-109.815, 37.692
-109.420, 37.739
-109.025, 37.785
-108.630, 37.829
-108.234, 37.873
-107.837, 37.915
-107.440, 37.955
-107.043, 37.994
-106.645, 38.032
-106.247, 38.068
-105.848, 38.103
-105.449, 38.137
-105.050, 38.169
-104.650, 38.200
-104.250, 38.229
-103.850, 38.257
-103.449, 38.284
-103.048, 38.309
-102.647, 38.333
-102.245, 38.356
-101.843, 38.377
-101.441, 38.396
-101.039, 38.415
-100.637, 38.431
-100.234, 38.447
-99.831, 38.461
-99.429, 38.474
-99.025, 38.485
-98.622, 38.495
-98.219, 38.503
-97.816, 38.510
-97.412, 38.516
-97.009, 38.520
-96.605, 38.523
-96.202, 38.524
-95.798, 38.524
-95.395, 38.523
-94.991, 38.520
-94.588, 38.516
-94.184, 38.510
-93.781, 38.503
-93.378, 38.495
-92.975, 38.485
-92.571, 38.474
-92.169, 38.461
-91.766, 38.447
-91.363, 38.431
-90.961, 38.415
-90.559, 38.396
-90.157, 38.377
-89.755, 38.356
-89.353, 38.333
-88.952, 38.309
-88.551, 38.284
-88.150, 38.257
-87.750, 38.229
-87.350, 38.200
-86.950, 38.169
-86.551, 38.137
-86.152, 38.103
-85.753, 38.068
-85.355, 38.032
-84.957, 37.994
-84.560, 37.955
-84.163, 37.915
-83.766, 37.873
-83.370, 37.829
-82.975, 37.785
-82.580, 37.739
-82.185, 37.692
-81.791, 37.643
-81.398, 37.593
-81.005, 37.541
-80.612, 37.489
-80.220, 37.435
-79.829, 37.379
-79.439, 37.322
-79.049, 37.264
-78.659, 37.205
-78.271, 37.144
-77.883, 37.082
-77.495, 37.019
-77.109, 36.954
-76.723, 36.888
-76.337, 36.820
-121.457, 35.959
-121.082, 36.046
-120.707, 36.132
-120.330, 36.216
-119.953, 36.300
-119.575, 36.382
-119.195, 36.462
-118.816, 36.542
-118.435, 36.620
-118.053, 36.696
-117.671, 36.772
-117.288, 36.846
-116.904, 36.919
-116.519, 36.991
-116.134, 37.061
-115.748, 37.130
-115.361, 37.198
-114.973, 37.264
-114.585, 37.329
-114.196, 37.393
-113.806, 37.455
-113.416, 37.516
-113.025, 37.576
-112.634, 37.634
-112.241, 37.691
-111.848, 37.747
-111.455, 37.801
-111.061, 37.854
-110.666, 37.906
-110.271, 37.956
-109.876, 38.005
-109.479, 38.052
-109.083, 38.099
-108.685, 38.143
-108.288, 38.187
-107.889, 38.229
-107.491, 38.270
-107.092, 38.309
-106.692, 38.347
-106.292, 38.383
-105.892, 38.418
-105.491, 38.452
-105.090, 38.484
-104.688, 38.515
-104.287, 38.545
-103.884, 38.573
-103.482, 38.600
-103.079, 38.625
-102.676, 38.649
-102.273, 38.672
-101.869, 38.693
-101.466, 38.713
-101.062, 38.731
-100.657, 38.748
-100.253, 38.764
-99.848, 38.778
-99.444, 38.790
-99.039, 38.802
-98.634, 38.812
-98.229, 38.820
-97.824, 38.827
-97.419, 38.833
-97.013, 38.837
-96.608, 38.840
-96.203, 38.841
-95.797, 38.841
-95.392, 38.840
-94.987, 38.837
-94.581, 38.833
-94.176, 38.827
-93.771, 38.820
-93.366, 38.812
-92.961, 38.802
-92.556, 38.790
-92.152, 38.778
-91.747, 38.764
-91.343, 38.748
-90.938, 38.731
-90.534, 38.713
-90.131, 38.693
-89.727, 38.672
-88.921, 38.625
-88.518, 38.600
-88.116, 38.573
-87.713, 38.545
-87.312, 38.515
-86.910, 38.484
-86.509, 38.452
-86.108, 38.418
-85.708, 38.383
-85.308, 38.347
-84.908, 38.309
-84.509, 38.270
-84.111, 38.229
-83.712, 38.187
-83.315, 38.143
-82.917, 38.099
-82.521, 38.052
