 nmsg,subset,cycletime,ntb,SID,XOB,YOB,DHR,TYP,ELV,SAID,T29,POB,QOB,TOB,ZOB,UOB,VOB,PWO,CAT,PRSS,PQM,QQM,TQM,ZQM,WQM,NUL,PWQ,POE,QOE,TOE,NUL,WOE,NUL,PWE,
 4,AIRCFT,2022042912,34,SMPL119,64.35000000000001,18.53,-0.6666700000000001,230.0,11887.0,100000000000.0,41.0,196.8,100000000000.0,100000000000.0,11887.0,4.0,-16.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,4,SMPL120,139.0,34.72000000000001,-1.0,131.0,6218.0,100000000000.0,41.0,457.9,100000000000.0,-12.0,6218.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,13.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,6,SMPL121,333.23,0.33,-0.95,131.0,11278.0,100000000000.0,41.0,216.6,100000000000.0,-47.0,11278.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,14.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,8,SMPL122,330.98,5.83,-0.83333,131.0,10973.0,100000000000.0,41.0,227.3,100000000000.0,-44.2,10973.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,14.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,10,SMPL123,329.98,3.97,-0.58333,131.0,10973.0,100000000000.0,41.0,227.3,100000000000.0,-44.5,10973.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,14.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,12,SMPL124,334.27,2.03,-0.7000000000000001,131.0,11278.0,100000000000.0,41.0,216.6,100000000000.0,-47.0,11278.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,14.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,14,SMPL125,328.98,2.08,-0.33333,131.0,10942.0,100000000000.0,41.0,228.4,100000000000.0,-44.5,10942.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,14.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,16,SMPL126,133.82,34.5,-1.0,131.0,9175.0,100000000000.0,41.0,299.5,100000000000.0,-38.0,9175.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,18,SMPL127,140.27,39.6,-0.96667,131.0,213.0,100000000000.0,41.0,987.9,100000000000.0,4.0,213.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,20,SMPL128,140.25,39.6,-0.96667,131.0,122.0,100000000000.0,41.0,998.7,100000000000.0,5.0,122.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,22,SMPL129,139.72,35.67,-0.93333,131.0,7711.0,100000000000.0,41.0,371.1,100000000000.0,-22.0,7711.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,24,SMPL130,134.97,33.40000000000001,-0.95,131.0,9754.0,100000000000.0,41.0,274.5,100000000000.0,-41.0,9754.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,13.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,26,SMPL131,134.77,33.58000000000001,-0.93333,131.0,5395.0,100000000000.0,41.0,512.3000000000002,100000000000.0,-6.0,5395.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,13.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,28,SMPL132,134.83,33.48,-0.93333,131.0,11064.0,100000000000.0,41.0,224.0,100000000000.0,-46.0,11064.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,13.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,30,SMPL133,141.37,35.85,-0.93333,131.0,4267.0,100000000000.0,41.0,595.2,100000000000.0,1.0,4267.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,32,SMPL134,135.45,34.75,-0.95,131.0,122.0,100000000000.0,41.0,998.7,100000000000.0,12.0,122.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,34,SMPL135,139.78,35.5,-0.93333,131.0,152.0,100000000000.0,41.0,995.1,100000000000.0,9.0,152.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,36,SMPL136,139.78,35.52,-0.93333,131.0,61.0,100000000000.0,41.0,1005.9,100000000000.0,9.0,61.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,38,SMPL137,141.75,41.95,-0.91667,131.0,7803.0,100000000000.0,41.0,366.3,100000000000.0,-31.0,7803.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,40,SMPL138,132.7,35.33000000000001,-0.98333,131.0,914.0,100000000000.0,41.0,908.2,100000000000.0,4.0,914.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,42,SMPL139,132.77,35.37,-0.95,131.0,610.0,100000000000.0,41.0,942.1,100000000000.0,7.0,610.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,5,SMPL140,139.0,34.72000000000001,-1.0,231.0,6218.0,100000000000.0,41.0,457.9,100000000000.0,100000000000.0,6218.0,28.0,11.9,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,13.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,7,SMPL141,333.23,0.33,-0.95,231.0,11278.0,100000000000.0,41.0,216.6,100000000000.0,100000000000.0,11278.0,-2.4,-10.5,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,14.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,9,SMPL142,330.98,5.83,-0.83333,231.0,10973.0,100000000000.0,41.0,227.3,100000000000.0,100000000000.0,10973.0,2.0,-10.1,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,14.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,11,SMPL143,329.98,3.97,-0.58333,231.0,10973.0,100000000000.0,41.0,227.3,100000000000.0,100000000000.0,10973.0,2.3,-10.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,14.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,13,SMPL144,334.27,2.03,-0.7000000000000001,231.0,11278.0,100000000000.0,41.0,216.6,100000000000.0,100000000000.0,11278.0,-11.2,-5.2,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,14.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,15,SMPL145,328.98,2.08,-0.33333,231.0,10942.0,100000000000.0,41.0,228.4,100000000000.0,100000000000.0,10942.0,-0.6000000000000001,-11.8,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,14.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,17,SMPL146,133.82,34.5,-1.0,231.0,9175.0,100000000000.0,41.0,299.5,100000000000.0,100000000000.0,9175.0,51.40000000000001,2.7,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,19,SMPL147,140.27,39.6,-0.96667,231.0,213.0,100000000000.0,41.0,987.9,100000000000.0,100000000000.0,213.0,-1.2,-0.9,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,21,SMPL148,140.25,39.6,-0.96667,231.0,122.0,100000000000.0,41.0,998.7,100000000000.0,100000000000.0,122.0,-1.5,-0.2,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,23,SMPL149,139.72,35.67,-0.93333,231.0,7711.0,100000000000.0,41.0,371.1,100000000000.0,100000000000.0,7711.0,39.90000000000001,15.3,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,25,SMPL150,134.97,33.40000000000001,-0.95,231.0,9754.0,100000000000.0,41.0,274.5,100000000000.0,100000000000.0,9754.0,49.3,-2.6,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,13.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,27,SMPL151,134.77,33.58000000000001,-0.93333,231.0,5395.0,100000000000.0,41.0,512.3000000000002,100000000000.0,100000000000.0,5395.0,35.8,-9.6,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,13.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,29,SMPL152,134.83,33.48,-0.93333,231.0,11064.0,100000000000.0,41.0,224.0,100000000000.0,100000000000.0,11064.0,63.8,9.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,13.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,31,SMPL153,141.37,35.85,-0.93333,231.0,4267.0,100000000000.0,41.0,595.2,100000000000.0,100000000000.0,4267.0,35.5,18.9,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,33,SMPL154,135.45,34.75,-0.95,231.0,122.0,100000000000.0,41.0,998.7,100000000000.0,100000000000.0,122.0,0.4,-11.3,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,35,SMPL155,139.78,35.5,-0.93333,231.0,152.0,100000000000.0,41.0,995.1,100000000000.0,100000000000.0,152.0,1.6,-13.3,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,37,SMPL156,139.78,35.52,-0.93333,231.0,61.0,100000000000.0,41.0,1005.9,100000000000.0,100000000000.0,61.0,2.6,-12.1,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,39,SMPL157,141.75,41.95,-0.91667,231.0,7803.0,100000000000.0,41.0,366.3,100000000000.0,100000000000.0,7803.0,31.6,23.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,41,SMPL158,132.7,35.33000000000001,-0.98333,231.0,914.0,100000000000.0,41.0,908.2,100000000000.0,100000000000.0,914.0,-5.5,-10.4,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 5,AIRCFT,2022042912,43,SMPL159,132.77,35.37,-0.95,231.0,610.0,100000000000.0,41.0,942.1,100000000000.0,100000000000.0,610.0,-5.300000000000002,-10.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,46,SMPL160,281.37832,42.50167,-0.96667,135.0,7610.0,100000000000.0,41.0,376.5,100000000000.0,-36.0,7610.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,48,SMPL161,281.29667,42.59333,-0.95,135.0,7130.0,100000000000.0,41.0,403.1,100000000000.0,-32.3,7130.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,50,SMPL162,281.21666,42.68167,-0.93333,135.0,7010.0,100000000000.0,41.0,410.0,100000000000.0,-31.5,7010.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,52,SMPL163,281.135,42.77,-0.91667,135.0,7010.0,100000000000.0,41.0,410.0,100000000000.0,-31.3,7010.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,54,SMPL164,281.05666,42.85667,-0.9,135.0,7010.0,100000000000.0,41.0,410.0,100000000000.0,-31.3,7010.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,56,SMPL165,280.97667,42.94333,-0.8833300000000001,135.0,6850.0,100000000000.0,41.0,419.3,100000000000.0,-30.3,6850.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,58,SMPL166,280.89833,43.03,-0.86667,135.0,6070.0,100000000000.0,41.0,467.3,100000000000.0,-25.8,6070.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,60,SMPL167,280.82000000000005,43.115,-0.8500000000000001,135.0,5310.0,100000000000.0,41.0,518.2,100000000000.0,-20.8,5310.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,62,SMPL168,280.745,43.19667,-0.83333,135.0,4550.0,100000000000.0,41.0,573.5,100000000000.0,-16.5,4550.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,64,SMPL169,280.67167,43.27500000000001,-0.8166700000000001,135.0,3840.0,100000000000.0,41.0,629.4000000000002,100000000000.0,-12.0,3840.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,66,SMPL170,280.62832,43.34500000000001,-0.8,135.0,3330.0,100000000000.0,41.0,672.2,100000000000.0,-8.5,3330.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,68,SMPL171,280.60333,43.40333,-0.7833300000000001,135.0,3240.0,100000000000.0,41.0,679.9000000000002,100000000000.0,-8.3,3240.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,70,SMPL172,280.57833000000005,43.46,-0.7666700000000001,135.0,2890.0,100000000000.0,41.0,710.9000000000002,100000000000.0,-7.5,2890.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,72,SMPL173,280.55333,43.515,-0.7500000000000001,135.0,2630.0,100000000000.0,41.0,734.7,100000000000.0,-7.0,2630.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,74,SMPL174,280.50166,43.56167000000001,-0.73333,135.0,2340.0,100000000000.0,41.0,762.0,100000000000.0,-4.800000000000002,2340.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,76,SMPL175,280.42666,43.575,-0.71667,135.0,2190.0,100000000000.0,41.0,776.4000000000002,100000000000.0,-4.3,2190.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,78,SMPL176,280.35833,43.52833,-0.7000000000000001,135.0,1730.0,100000000000.0,41.0,822.0,100000000000.0,-1.8,1730.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,80,SMPL177,280.29332000000005,43.48333,-0.6833300000000001,135.0,1320.0,100000000000.0,41.0,864.4000000000002,100000000000.0,-2.8,1320.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,82,SMPL178,280.23,43.44,-0.6666700000000001,135.0,1110.0,100000000000.0,41.0,886.8000000000002,100000000000.0,-2.3,1110.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,13.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,84,SMPL179,280.16665,43.43167,-0.65,135.0,1100.0,100000000000.0,41.0,887.9000000000002,100000000000.0,-2.5,1100.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,47,SMPL180,281.37832,42.50167,-0.96667,235.0,7610.0,100000000000.0,41.0,376.5,100000000000.0,100000000000.0,7610.0,20.5,-27.1,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,49,SMPL181,281.29667,42.59333,-0.95,235.0,7130.0,100000000000.0,41.0,403.1,100000000000.0,100000000000.0,7130.0,17.3,-29.9,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,51,SMPL182,281.21666,42.68167,-0.93333,235.0,7010.0,100000000000.0,41.0,410.0,100000000000.0,100000000000.0,7010.0,16.4,-28.5,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,53,SMPL183,281.135,42.77,-0.91667,235.0,7010.0,100000000000.0,41.0,410.0,100000000000.0,100000000000.0,7010.0,16.4,-28.5,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,55,SMPL184,281.05666,42.85667,-0.9,235.0,7010.0,100000000000.0,41.0,410.0,100000000000.0,100000000000.0,7010.0,16.2,-28.1,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,57,SMPL185,280.97667,42.94333,-0.8833300000000001,235.0,6850.0,100000000000.0,41.0,419.3,100000000000.0,100000000000.0,6850.0,17.2,-27.5,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 6,AIRCFT,2022042912,59,SMPL186,280.89833,43.03,-0.86667,235.0,6070.0,100000000000.0,41.0,467.3,100000000000.0,100000000000.0,6070.0,14.9,-25.8,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,1.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
